#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_035974262.1	Q9XA52	1.A.1.13.5	gnl|BL_ORD_ID|19407 gnl|TC-DB|Q9XA52|1.A.1.13.5 Putative ion channel membrane protein OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO3826 PE=4 SV=1	321	8.53049e-54	33	363	365	37	356	32	349	87.9	86.8	3	2	1.65	VIC	CHEBI:24870;ion	PF02254,PF07885	PF02254,PF07885
WP_045552406.1	P83698	1.A.2.2.1	gnl|BL_ORD_ID|11643 gnl|TC-DB|P83698|1.A.2.2.1 Putative inward rectifier potassium channel protein - Burkholderia pseudomallei (Pseudomonas pseudomallei).	296	2.52488e-162	76	327	333	3	296	15	310	89.6	88.6	3	3	2.85	IRK-C	CHEBI:30143;lithium(1+), CHEBI:9175;sodium(1+), CHEBI:8345;potassium(1+), CHEBI:49847;rubidium(1+), CHEBI:33126;caesium(1+)	PF17655,PF07885	PF17655,PF07885
WP_006764221.1	Q27433	1.A.6.2.2	gnl|BL_ORD_ID|13178 gnl|TC-DB|Q27433|1.A.6.2.2 Mechanosensory protein 2 - Caenorhabditis elegans.	207	3.06989e-12	29	444	481	107	311	143	331	45.9	39.1	1	2	1.1	ENaC	CHEBI:3308;calcium(2+), CHEBI:9175;sodium(1+), CHEBI:23058;cation	PF01145,PF12221	PF01145
WP_006763462.1	D0JBC9	1.A.8.2.9	gnl|BL_ORD_ID|2950 gnl|TC-DB|D0JBC9|1.A.8.2.9 Putative glycerol diffusion channel OS=Blattabacterium sp. subsp. Blattella germanica (strain Bge) GN=glpF PE=3 SV=1	246	1.55589e-79	51	238	248	1	234	1	246	97.9	98.8	6	6	4.35	MIP	CHEBI:5448;glycerol	PF00230	PF00230
WP_035973798.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	231	7.7305e-124	74	248	231	1	231	1	230	92.7	99.1	6	6	5.5	MIP	CHEBI:5585;water	PF00230	PF00230
WP_006762907.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	229	5.30049e-112	69	246	231	5	233	3	231	92.7	98.7	6	6	6.1	MIP	CHEBI:5585;water	PF00230	PF00230
WP_035971659.1	O67997	1.A.11.1.4	gnl|BL_ORD_ID|7469 gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1	456	0.0	62	501	438	52	500	8	437	89.4	97.9	12	12	6.7	Amt	CHEBI:7434;ammonia	PF00909	PF00909
WP_006764713.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	416	1.55076e-69	37	397	468	8	394	37	449	97.2	88.0	11	12	7.1	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909	PF00909
WP_006763856.1	Q8F2Y8	1.A.12.2.2	gnl|BL_ORD_ID|16131 gnl|TC-DB|Q8F2Y8|1.A.12.2.2 Glutathione transferase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=gst PE=1 SV=1	190	5.87869e-30	34	218	218	1	189	1	186	86.2	84.9	1	1	0.35	CLIC	CHEBI:3731;chloride	PF13417,PF02798	PF13417,PF02798,PF13409
WP_035972285.1	P0AAC6	1.A.14.2.1	gnl|BL_ORD_ID|8653 gnl|TC-DB|P0AAC6|1.A.14.2.1 Inner membrane protein yccA - Escherichia coli.	205	1.23939e-43	39	232	219	21	225	18	214	87.9	89.5	7	7	5.65	CaTA	None	PF01027	PF01027
WP_006764093.1	Q2KCQ1	1.A.22.1.4	gnl|BL_ORD_ID|13267 gnl|TC-DB|Q2KCQ1|1.A.22.1.4 Large-conductance mechanosensitive channel OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=mscL PE=3 SV=1	150	1.59162e-41	53	143	145	3	143	1	142	97.9	97.2	3	2	1.7	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_006763607.1	P77338	1.A.23.1.1	gnl|BL_ORD_ID|11505 gnl|TC-DB|P77338|1.A.23.1.1 POTASSIUM EFFLUX SYSTEM KEFA (AEFA PROTEIN) - Escherichia coli.	281	7.11616e-32	30	458	1120	155	426	816	1095	59.2	24.9	7	11	4.4	MscS	CHEBI:24870;ion, CHEBI:3731;chloride, CHEBI:8345;potassium(1+), CHEBI:5585;water	PF00924	PF12794,PF12795,PF00924
WP_035974557.1	Q9EV03	1.A.23.1.2	gnl|BL_ORD_ID|17924 gnl|TC-DB|Q9EV03|1.A.23.1.2 BspA protein precursor - Erwinia chrysanthemi.	773	8.64733e-37	25	814	1106	59	752	287	1031	85.1	67.3	12	12	3.9	MscS	CHEBI:24870;ion	PF00924,PF12607	PF12794,PF12795,PF00924
WP_006765083.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	256	1.45852e-35	34	270	286	16	265	25	275	92.2	87.4	4	4	2.9	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_035973663.1	P75783	1.A.23.3.2	gnl|BL_ORD_ID|11407 gnl|TC-DB|P75783|1.A.23.3.2 Uncharacterized mscS family protein ybiO OS=Escherichia coli (strain K12) GN=ybiO PE=3 SV=2	540	7.4707e-52	30	818	741	244	767	192	714	63.9	70.4	10	10	7.05	MscS	CHEBI:3616;chloride, CHEBI:9175;sodium(1+), CHEBI:25367;molecule	PF00924	PF00924
WP_006764149.1	Q9S2Y1	1.A.23.7.1	gnl|BL_ORD_ID|18911 gnl|TC-DB|Q9S2Y1|1.A.23.7.1 Putative membrane protein OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO2070 PE=4 SV=1	369	8.77351e-75	37	390	382	25	390	14	377	93.6	95.0	5	5	4.0	MscS	CHEBI:24870;ion	PF00924	PF00924
WP_035975312.1	A1VEP3	1.A.28.1.4	gnl|BL_ORD_ID|204 gnl|TC-DB|A1VEP3|1.A.28.1.4 Urea transporter OS=Desulfovibrio vulgaris subsp. vulgaris (strain DP4) GN=Dvul_1892 PE=4 SV=1	292	6.41605e-20	28	297	337	16	276	18	303	87.5	84.6	9	11	6.65	UT	CHEBI:9888;urea, CHEBI:80472;N,N'-dimethylurea	PF03253	PF03253
