#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_150205269.1	Q02006	1.A.1.24.1	gnl|BL_ORD_ID|12039 gnl|TC-DB|Q02006|1.A.1.24.1 Putative potassium channel protein RPA4233 - Rhodopseudomonas palustris.	255	3.13714e-50	35	327	412	5	253	7	257	75.8	60.7	7	7	4.8	VIC	CHEBI:8345;potassium(1+)	PF00520,PF07885	PF00520,PF00027,PF07885
WP_001256565.1	K6KRX2	1.A.1.28.6	gnl|BL_ORD_ID|5631 gnl|TC-DB|K6KRX2|1.A.1.28.6 Ion channel OS=Acinetobacter baumannii OIFC111 GN=ACIN5111_3672 PE=4 SV=1	230	1.52809e-164	100	230	230	1	230	1	230	99.6	99.6	6	6	5.5	VIC	CHEBI:8345;potassium(1+)	PF07885	PF07885
WP_150204925.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	228	2.02709e-107	66	229	231	3	229	4	231	98.7	98.3	6	6	6.15	MIP	CHEBI:5585;water	PF00230	PF00230
WP_000738521.1	O67997	1.A.11.1.4	gnl|BL_ORD_ID|7469 gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1	419	0.0	64	465	438	46	464	23	437	89.9	94.5	11	12	10.05	Amt	CHEBI:7434;ammonia	PF00909	PF00909
WP_045544648.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	409	4.08894e-73	38	395	468	4	384	37	443	96.2	86.8	11	12	7.05	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909	PF00909
WP_049581191.1	P37327	1.A.16.4.1	gnl|BL_ORD_ID|10092 gnl|TC-DB|P37327|1.A.16.4.1 Inner membrane protein yfdC OS=Escherichia coli (strain K12) GN=yfdC PE=1 SV=1	280	2.09565e-56	36	279	310	1	277	6	284	98.9	89.7	6	6	5.7	FNT	CHEBI:22563;anion, CHEBI:35195;surfactant	PF01226	PF01226
WP_000022555.1	Q2KCQ1	1.A.22.1.4	gnl|BL_ORD_ID|13267 gnl|TC-DB|Q2KCQ1|1.A.22.1.4 Large-conductance mechanosensitive channel OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=mscL PE=3 SV=1	145	3.93654e-42	54	143	145	3	142	1	142	97.2	97.2	3	2	1.95	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_000752853.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	248	1.35358e-29	27	326	286	58	303	31	271	75.2	83.9	4	4	2.0	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_000785635.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	248	4.50953e-24	26	305	286	29	275	31	273	80.7	84.6	3	4	2.45	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_000345331.1	P0AAT4	1.A.23.4.5	gnl|BL_ORD_ID|8685 gnl|TC-DB|P0AAT4|1.A.23.4.5 Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1	388	2.60948e-106	43	411	415	22	408	22	409	93.9	93.3	6	4	3.2	MscS	CHEBI:24870;ion, CHEBI:25367;molecule	PF00924	PF00924
