#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_005029315.1	Q02006	1.A.1.24.1	gnl|BL_ORD_ID|12039 gnl|TC-DB|Q02006|1.A.1.24.1 Putative potassium channel protein RPA4233 - Rhodopseudomonas palustris.	250	2.94871e-51	36	327	412	5	252	7	256	75.5	60.4	7	7	4.6	VIC	CHEBI:8345;potassium(1+)	PF00520,PF07885	PF00520,PF00027,PF07885
WP_046759753.1	K6KRX2	1.A.1.28.6	gnl|BL_ORD_ID|5631 gnl|TC-DB|K6KRX2|1.A.1.28.6 Ion channel OS=Acinetobacter baumannii OIFC111 GN=ACIN5111_3672 PE=4 SV=1	225	1.44107e-115	70	225	230	1	225	1	225	99.6	97.4	7	6	5.4	VIC	CHEBI:8345;potassium(1+)	PF07885	PF07885
WP_005035252.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	223	3.30427e-118	75	230	231	3	224	4	226	96.1	96.1	6	6	6.1	MIP	CHEBI:5585;water	PF00230	PF00230
WP_004825546.1	O67997	1.A.11.1.4	gnl|BL_ORD_ID|7469 gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1	416	0.0	62	467	438	53	466	22	437	88.4	94.7	11	12	11.15	Amt	CHEBI:7434;ammonia	PF00909	PF00909
WP_005030789.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	413	7.39461e-70	37	395	468	4	384	37	443	96.2	86.8	11	12	7.05	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909	PF00909
WP_200150096.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	422	2.31701e-34	26	407	468	9	396	10	421	95.1	87.8	12	12	7.75	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909	PF00909
WP_004829921.1	Q2KCQ1	1.A.22.1.4	gnl|BL_ORD_ID|13267 gnl|TC-DB|Q2KCQ1|1.A.22.1.4 Large-conductance mechanosensitive channel OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=mscL PE=3 SV=1	146	3.44232e-38	47	143	145	3	141	1	143	96.5	97.9	2	2	2.2	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_010590812.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	253	1.32558e-29	27	325	286	61	311	34	279	76.9	85.7	4	4	2.0	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_004824949.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	248	5.15559e-25	26	311	286	29	275	31	273	79.1	84.6	3	4	2.45	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_004828564.1	P0AAT4	1.A.23.4.5	gnl|BL_ORD_ID|8685 gnl|TC-DB|P0AAT4|1.A.23.4.5 Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1	391	2.58264e-106	43	421	415	22	409	22	410	91.9	93.5	4	4	2.45	MscS	CHEBI:24870;ion, CHEBI:25367;molecule	PF00924	PF00924
WP_004830123.1	WP_068170239	1.A.23.8.5	gnl|BL_ORD_ID|21336 gnl|TC-DB|WP_068170239.1|1.A.23.8.5 hypothetical protein [Hydrogenophaga taeniospiralis]	457	4.12629e-130	44	540	486	23	479	21	475	84.4	93.4	11	11	8.9	MscS	None	PF05552,PF05552,PF05552,PF05552	PF05552,PF05552,PF05552,PF05552
WP_042086729.1	Q5SMG8	1.A.26.1.2	gnl|BL_ORD_ID|14500 gnl|TC-DB|Q5SMG8|1.A.26.1.2 Mg2+ transporter MgtE - Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579).	445	2.26353e-90	35	445	450	6	445	4	447	98.7	98.4	5	5	3.95	MgtE	CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+), CHEBI:29035;manganese(2+)	PF01769,PF03448,PF00571,PF00571	PF01769,PF00571,PF00571,PF03448
WP_005033404.1	P0ABV2	1.A.30.2.1	gnl|BL_ORD_ID|8726 gnl|TC-DB|P0ABV2|1.A.30.2.1 Biopolymer transport protein exbD OS=Escherichia coli (strain K12) GN=exbD PE=1 SV=1	135	1.54752e-17	33	137	141	1	134	1	133	97.1	93.6	1	1	0.85	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF02472	PF02472
WP_004824635.1	P0ABU9	1.A.30.2.2	gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.	222	3.47891e-57	45	232	230	7	224	2	221	93.5	95.2	3	3	2.85	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01618	PF01618
WP_005033396.1	P0ABU9	1.A.30.2.2	gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.	214	9.7656e-27	31	286	230	71	274	9	217	71.0	90.4	3	3	2.8	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01618	PF01618
WP_005035657.1	P0ABU9	1.A.30.2.2	gnl|BL_ORD_ID|8725 gnl|TC-DB|P0ABU9|1.A.30.2.2 Protein tolQ - Escherichia coli.	193	1.79556e-22	34	207	230	1	158	4	193	75.8	82.2	3	3	1.3	Mot/Exb	CHEBI:9175;sodium(1+), CHEBI:5584;hydron	PF01618	PF01618
WP_004830997.1	Q1DE41	1.A.30.2.6	gnl|BL_ORD_ID|12959 gnl|TC-DB|Q1DE41|1.A.30.2.6 Transport energizing protein, ExbD/TolR family OS=Myxococcus xanthus (strain DK 1622) GN=MXAN_0819 PE=3 SV=1	120	3.07786e-10	26	140	144	13	132	15	130	85.0	79.9	1	1	0.7	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
WP_004824636.1	Q1D0D2	1.A.30.2.7	gnl|BL_ORD_ID|12886 gnl|TC-DB|Q1D0D2|1.A.30.2.7 Transport energizing protein TolR OS=Myxococcus xanthus (strain DK 1622) GN=tolR PE=3 SV=1	129	3.5692e-25	40	149	153	18	146	14	133	85.9	77.8	1	1	1.1	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
WP_005033400.1	Q1D0D2	1.A.30.2.7	gnl|BL_ORD_ID|12886 gnl|TC-DB|Q1D0D2|1.A.30.2.7 Transport energizing protein TolR OS=Myxococcus xanthus (strain DK 1622) GN=tolR PE=3 SV=1	138	1.34424e-19	31	141	153	3	140	1	137	97.2	88.9	1	1	0.95	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
WP_004826673.1	Q1D0D2	1.A.30.2.7	gnl|BL_ORD_ID|12886 gnl|TC-DB|Q1D0D2|1.A.30.2.7 Transport energizing protein TolR OS=Myxococcus xanthus (strain DK 1622) GN=tolR PE=3 SV=1	121	2.36801e-18	31	134	153	13	133	13	133	89.6	78.4	1	1	1.0	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
WP_004830999.1	Q8F192	1.A.30.2.9	gnl|BL_ORD_ID|16122 gnl|TC-DB|Q8F192|1.A.30.2.9 Biopolymer transport protein TolQ OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=tolQ PE=3 SV=1	187	3.65892e-25	33	210	270	3	187	67	253	87.6	68.9	3	4	2.95	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_004825220.1	P0ABI4	1.A.35.1.1	gnl|BL_ORD_ID|8705 gnl|TC-DB|P0ABI4|1.A.35.1.1 Magnesium transport protein corA - Escherichia coli.	316	1.97066e-59	39	337	316	29	337	27	316	91.4	91.5	3	2	0.4	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+), CHEBI:25517;nickel(2+)	PF01544	PF01544
