#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_046581483.1	Q9XA52	1.A.1.13.5	gnl|BL_ORD_ID|19407 gnl|TC-DB|Q9XA52|1.A.1.13.5 Putative ion channel membrane protein OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO3826 PE=4 SV=1	330	8.53049e-54	33	363	365	37	363	32	357	89.8	89.0	5	2	1.65	VIC	CHEBI:24870;ion	PF02254,PF07885	PF02254,PF07885
WP_046574714.1	Q02006	1.A.1.24.1	gnl|BL_ORD_ID|12039 gnl|TC-DB|Q02006|1.A.1.24.1 Putative potassium channel protein RPA4233 - Rhodopseudomonas palustris.	112	0.00017279	29	265	412	44	154	263	371	41.5	26.2	1	7	0.0	VIC	CHEBI:8345;potassium(1+)	PF13545,PF00027	PF00520,PF00027,PF07885
WP_013699321.1	D0JBC9	1.A.8.2.9	gnl|BL_ORD_ID|2950 gnl|TC-DB|D0JBC9|1.A.8.2.9 Putative glycerol diffusion channel OS=Blattabacterium sp. subsp. Blattella germanica (strain Bge) GN=glpF PE=3 SV=1	246	1.917e-80	52	238	248	1	234	1	246	97.9	98.8	6	6	4.45	MIP	CHEBI:5448;glycerol	PF00230	PF00230
WP_105820202.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	220	3.73414e-112	70	246	231	6	225	4	223	89.0	94.8	6	6	6.1	MIP	CHEBI:5585;water	PF00230	PF00230
WP_172535117.1	O67997	1.A.11.1.4	gnl|BL_ORD_ID|7469 gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1	453	0.0	64	498	438	52	497	8	437	89.4	97.9	12	12	7.0	Amt	CHEBI:7434;ammonia	PF00909	PF00909
WP_036052208.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	415	4.65535e-68	34	397	468	9	394	38	449	97.0	87.8	11	12	7.0	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909	PF00909
WP_046577979.1	Q8F2Y8	1.A.12.2.2	gnl|BL_ORD_ID|16131 gnl|TC-DB|Q8F2Y8|1.A.12.2.2 Glutathione transferase OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=gst PE=1 SV=1	208	6.12754e-33	33	217	218	1	207	1	204	94.9	93.1	1	1	0.35	CLIC	CHEBI:3731;chloride	PF13417,PF13409,PF02798	PF13417,PF02798,PF13409
WP_036039602.1	P0AAC6	1.A.14.2.1	gnl|BL_ORD_ID|8653 gnl|TC-DB|P0AAC6|1.A.14.2.1 Inner membrane protein yccA - Escherichia coli.	205	1.0998e-41	37	232	219	21	225	18	214	87.9	89.5	7	7	5.65	CaTA	None	PF01027	PF01027
WP_029949158.1	Q7Z429	1.A.14.3.14	gnl|BL_ORD_ID|15684 gnl|TC-DB|Q7Z429|1.A.14.3.14 Protein lifeguard 1 OS=Homo sapiens OX=9606 GN=GRINA PE=2 SV=1	62	0.000387557	35	122	371	59	120	28	83	50.0	14.8	3	7	0.0	CaTA	CHEBI:39124;calcium ion, CHEBI:23058;cation	NA	PF01027
WP_013698377.1	Q2KCQ1	1.A.22.1.4	gnl|BL_ORD_ID|13267 gnl|TC-DB|Q2KCQ1|1.A.22.1.4 Large-conductance mechanosensitive channel OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=mscL PE=3 SV=1	148	2.33158e-44	55	146	145	3	146	1	142	97.9	97.2	2	2	2.05	MscL	CHEBI:24870;ion	PF01741	PF01741
