#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_013263951.1	WP_062123083	1.A.8.13.4	gnl|BL_ORD_ID|21280 gnl|TC-DB|WP_062123083|1.A.8.13.4 aquaporin [Streptococcus cristatus]	227	1.38146e-55	44	235	222	1	226	1	213	95.7	95.5	6	6	5.5	MIP	CHEBI:5586;hydrogen peroxide, CHEBI:5585;water	PF00230	PF00230
WP_013265899.1	F8CM01	1.A.13.4.1	gnl|BL_ORD_ID|4409 gnl|TC-DB|F8CM01|1.A.13.4.1 BatB protein OS=Myxococcus fulvus (strain ATCC BAA-855 / HW-1) GN=LILAB_35780 PE=4 SV=1	332	3.22968e-51	34	331	353	7	330	21	349	97.6	92.9	3	1	0.9	E-ClC	None	PF00092,PF13519,PF07584	PF13519,PF00092
WP_013265036.1	F8CM01	1.A.13.4.1	gnl|BL_ORD_ID|4409 gnl|TC-DB|F8CM01|1.A.13.4.1 BatB protein OS=Myxococcus fulvus (strain ATCC BAA-855 / HW-1) GN=LILAB_35780 PE=4 SV=1	269	1.47604e-30	31	318	353	65	309	81	343	76.7	74.2	3	1	0.9	E-ClC	None	PF00092,PF13519,PF07584	PF13519,PF00092
WP_081439545.1	P0AAC4	1.A.14.2.2	gnl|BL_ORD_ID|8652 gnl|TC-DB|P0AAC4|1.A.14.2.2 Inner membrane protein ybhL - Escherichia coli.	215	6.05391e-59	47	242	234	29	241	21	234	87.6	91.0	7	7	6.65	CaTA	CHEBI:13704;acetate	PF01027	PF01027
WP_013264510.1	P0A742	1.A.22.1.1	gnl|BL_ORD_ID|8609 gnl|TC-DB|P0A742|1.A.22.1.1 Large-conductance mechanosensitive channel - Escherichia coli.	140	4.70899e-48	58	141	136	4	141	3	132	97.2	94.9	2	2	1.85	MscL	CHEBI:24870;ion, CHEBI:25728;osmolyte	PF01741	PF01741
WP_013264233.1	WP_133133036	1.A.23.1.5	gnl|BL_ORD_ID|21868 gnl|TC-DB|WP_133133036.1|1.A.23.1.5 mechanosensitive ion channel [Legionella sp. W10-070]	819	1.49314e-19	21	787	952	24	787	162	942	97.0	81.9	13	10	4.6	MscS	CHEBI:24870;ion	PF00924	PF00924
WP_013264102.1	P0AAT4	1.A.23.4.5	gnl|BL_ORD_ID|8685 gnl|TC-DB|P0AAT4|1.A.23.4.5 Miniconductance mechanosensitive channel OS=Escherichia coli (strain K12) GN=mscM PE=1 SV=1	382	8.15138e-58	32	401	415	41	399	23	401	89.3	91.1	6	4	3.15	MscS	CHEBI:24870;ion, CHEBI:25367;molecule	PF00924	PF00924
WP_004358608.1	P28612	1.A.30.1.3	gnl|BL_ORD_ID|9649 gnl|TC-DB|P28612|1.A.30.1.3 Chemotaxis motB protein (Motility protein B) - Bacillus subtilis.	160	9.03182e-15	27	286	261	126	268	99	253	49.7	59.0	1	1	0.0	Mot/Exb	CHEBI:5584;hydron	PF00691	PF13677,PF00691
WP_013265262.1	Q8F192	1.A.30.2.9	gnl|BL_ORD_ID|16122 gnl|TC-DB|Q8F192|1.A.30.2.9 Biopolymer transport protein TolQ OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=tolQ PE=3 SV=1	186	1.82202e-20	29	277	270	84	268	79	264	66.4	68.5	3	4	2.85	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
WP_013265174.1	Q8F191	1.A.30.2.9	gnl|BL_ORD_ID|16121 gnl|TC-DB|Q8F191|1.A.30.2.9 ExbD-related biopolymer transport protein OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=LA_3245 PE=3 SV=2	85	1.17938e-05	28	181	139	2	86	1	81	46.4	57.6	1	1	0.8	Mot/Exb	CHEBI:5584;hydron	PF02472	PF02472
