#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_014325467.1	Q8ILA3	1.A.1.26.3	gnl|BL_ORD_ID|16363 gnl|TC-DB|Q8ILA3|1.A.1.26.3 Uncharacterized protein OS=Plasmodium falciparum (isolate 3D7) OX=36329 GN=PF3D7_1436100 PE=4 SV=2	560	7.93966e-11	18	741	1949	229	722	1067	1596	66.5	27.1	6	1	0.0	VIC	CHEBI:8345;potassium(1+)	NA	NA
WP_129639296.1	P52280	1.A.8.2.3	gnl|BL_ORD_ID|10839 gnl|TC-DB|P52280|1.A.8.2.3 Probable glycerol uptake facilitator protein OS=Mycoplasma gallisepticum (strain R(low / passage 15 / clone 2)) GN=glpF PE=3 SV=2	243	2.51928e-40	35	257	243	17	250	11	235	90.7	92.2	7	6	3.9	MIP	CHEBI:5448;glycerol	PF00230	PF00230
WP_014325417.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	244	8.71196e-20	31	389	399	14	256	5	206	62.2	50.4	1	2	0.0	MCA	None	PF00069,PF07714,PF03109	PF00069,PF07714,PF08308
WP_010874516.1	P54428	1.A.112.2.2	gnl|BL_ORD_ID|10939 gnl|TC-DB|P54428|1.A.112.2.2 HYPOTHETICAL 49.0 KDA PROTEIN IN BLTD-TRKA INTERGENIC REGION - Bacillus subtilis.	360	1.60289e-28	26	424	434	14	349	6	365	79.0	82.7	4	4	2.95	CNNM	None	PF01595,PF00571,PF00571	PF01595,PF03471,PF00571,PF00571
WP_014325510.1	B4EYC8	1.C.36.3.4	gnl|BL_ORD_ID|1876 gnl|TC-DB|B4EYC8|1.C.36.3.4 Putative cell invasion protein OS=Proteus mirabilis (strain HI4320) GN=PMI2683 PE=4 SV=1	266	0.000761677	22	287	719	32	287	264	498	88.9	32.5	2	4	0.7	IIITCP	CHEBI:8526;protein polypeptide chain	NA	PF04888
WP_014325626.1	F9QCH4	1.C.105.2.11	gnl|BL_ORD_ID|4499 gnl|TC-DB|F9QCH4|1.C.105.2.11 Uncharacterized protein OS=Mycoplasma anatis 1340 GN=GIG_00652 PE=4 SV=1	587	6.81507e-07	21	569	1212	28	536	187	753	89.3	46.7	1	1	0.0	Vip3	None	PF06160	PF01732,PF00949
WP_014325624.1	F9QCH4	1.C.105.2.11	gnl|BL_ORD_ID|4499 gnl|TC-DB|F9QCH4|1.C.105.2.11 Uncharacterized protein OS=Mycoplasma anatis 1340 GN=GIG_00652 PE=4 SV=1	106	0.000133969	31	217	1212	39	144	744	837	48.4	7.7	1	1	0.0	Vip3	None	PF01732	PF01732,PF00949
WP_010874999.1	H8XWS8	1.G.5.1.3	gnl|BL_ORD_ID|5142 gnl|TC-DB|H8XWS8|1.G.5.1.3 Virion transmembrane glycoprotein OS=Obodhiang virus GN=G PE=4 SV=1	146	0.000226558	24	279	662	72	214	498	638	50.9	21.1	1	1	0.0	VMFP5	CHEBI:25367;molecule	PF00938	PF00974
WP_014325360.1	O76329	1.I.1.1.5	gnl|BL_ORD_ID|7571 gnl|TC-DB|O76329|1.I.1.1.5 Interaptin OS=Dictyostelium discoideum OX=44689 GN=abpD PE=1 SV=1	202	2.54098e-06	24	271	1738	86	266	935	1134	66.4	11.4	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF01519,PF01519	PF00307,PF00307,PF11971
WP_053344054.1	F4TJX1	2.A.1.52.2	gnl|BL_ORD_ID|4301 gnl|TC-DB|F4TJX1|2.A.1.52.2 Inner membrane protein YqcE OS=Escherichia coli M718 GN=ECJG_01089 PE=4 SV=1	399	6.92807e-15	21	412	425	6	389	101	413	93.0	73.4	9	12	4.8	MFS	None	NA	PF07690
WP_010874469.1	F4TJX1	2.A.1.52.2	gnl|BL_ORD_ID|4301 gnl|TC-DB|F4TJX1|2.A.1.52.2 Inner membrane protein YqcE OS=Escherichia coli M718 GN=ECJG_01089 PE=4 SV=1	86	1.56409e-09	26	130	425	27	112	4	88	65.4	19.8	3	12	2.95	MFS	None	NA	PF07690
WP_010874777.1	P75366	2.A.1.52.4	gnl|BL_ORD_ID|11395 gnl|TC-DB|P75366|2.A.1.52.4 Uncharacterized protein MG294 homolog OS=Mycoplasma pneumoniae (strain ATCC 29342 / M129) GN=MPN_421 PE=4 SV=1	475	0.0	100	475	475	1	475	1	475	99.8	99.8	12	12	13.3	MFS	CHEBI:10646;choline alfoscerate	PF07690	PF07690
WP_053344057.1	S5MIU3	2.A.1.64.3	gnl|BL_ORD_ID|20041 gnl|TC-DB|S5MIU3|2.A.1.64.3 Uncharacterized protein OS=Spiroplasma diminutum CUAS-1 GN=SDIMI_v3c01460 PE=4 SV=1	305	1.12728e-08	22	479	611	50	354	4	256	63.5	41.2	8	17	4.8	MFS	None	PF02686	NA
WP_010874433.1	Q84EV0	2.A.1.76.4	gnl|BL_ORD_ID|15779 gnl|TC-DB|Q84EV0|2.A.1.76.4 ORF525 OS=Mycoplasma gallisepticum PE=4 SV=1	553	5.41735e-89	35	564	525	3	549	30	518	96.8	93.0	11	12	7.05	MFS	None	PF07672	PF07672
