#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_111918553.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	258	1.47796e-68	42	254	258	1	254	1	256	99.6	98.8	6	6	6.6	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_111919368.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	258	2.81111e-52	33	296	286	37	294	23	278	86.8	89.2	3	4	2.6	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_111919235.1	Q18B63	1.A.34.1.4	gnl|BL_ORD_ID|12818 gnl|TC-DB|Q18B63|1.A.34.1.4 Stage III sporulation protein AH OS=Peptoclostridium difficile (strain 630) GN=spoIIIAH PE=4 SV=1	232	2.92782e-20	27	239	229	1	229	1	223	95.4	96.9	1	1	0.9	GJ-CC	None	PF12685	PF12685
WP_111917711.1	G6BHQ4	1.A.34.1.4	gnl|BL_ORD_ID|4788 gnl|TC-DB|G6BHQ4|1.A.34.1.4 Peptidase, M23 family OS=Clostridioides difficile 050-P50-2011 GN=HMPREF1123_01536 PE=4 SV=1	187	3.02779e-14	25	275	222	89	274	38	221	67.3	82.4	1	1	0.0	GJ-CC	None	PF01551	PF01551
WP_111919057.1	Q58439	1.A.35.3.1	gnl|BL_ORD_ID|14215 gnl|TC-DB|Q58439|1.A.35.3.1 PUTATIVE MAGNESIUM AND COBALT TRANSPORT PROTEIN CORA - Methanococcus jannaschii.	296	3.07567e-36	28	313	317	23	309	30	313	91.4	89.3	3	3	1.6	MIT	CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+), CHEBI:25517;nickel(2+)	PF01544	PF01544
WP_111917759.1	Q9WZ31	1.A.35.3.2	gnl|BL_ORD_ID|19337 gnl|TC-DB|Q9WZ31|1.A.35.3.2 Magnesium transport protein CorA OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=corA PE=1 SV=1	183	1.55683e-26	30	281	351	99	281	169	351	64.8	51.9	2	3	1.7	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01544	PF01544
WP_111917983.1	K8DX14	1.A.54.5.1	gnl|BL_ORD_ID|5658 gnl|TC-DB|K8DX14|1.A.54.5.1 Peptidase A24A prepilin type IV OS=Desulfotomaculum hydrothermale Lam5 = DSM 18033 GN=DESHY_10189 PE=4 SV=1	111	1.6927e-09	28	169	167	8	118	7	117	65.1	65.9	4	5	3.1	Presenilin	CHEBI:3473;cation	PF01478	PF01478
WP_111920545.1	A0M015	1.A.62.2.1	gnl|BL_ORD_ID|82 gnl|TC-DB|A0M015|1.A.62.2.1 Membrane protein, UPF0126 OS=Gramella forsetii (strain KT0803) GN=GFO_0986 PE=4 SV=1	206	1.62289e-37	35	212	215	7	208	11	201	94.8	88.4	7	7	3.8	TRIC	CHEBI:24870;ion, CHEBI:3473;cation, CHEBI:25212;metabolite	PF03458,PF03458	PF03458,PF03458
WP_111920599.1	A1BIL6	1.A.77.1.10	gnl|BL_ORD_ID|154 gnl|TC-DB|A1BIL6|1.A.77.1.10 Putative uncharacterized protein OS=Chlorobium phaeobacteroides (strain DSM 266) GN=Cpha266_2249 PE=4 SV=1	265	1.32604e-35	34	556	355	268	524	4	268	46.0	74.4	3	3	0.85	MCU	CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+)	NA	NA
WP_111918937.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	252	4.84622e-53	41	737	399	11	258	5	255	33.5	62.7	2	2	0.0	MCA	None	PF00069,PF07714,PF03793,PF03793,PF03793,PF03109,PF14531	PF00069,PF07714,PF08308
