#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_017782385.1	Q9YDF8	1.A.1.17.1	gnl|BL_ORD_ID|19547 gnl|TC-DB|Q9YDF8|1.A.1.17.1 295AA long hypothetical potassium channel - Aeropyrum pernix.	237	4.13338e-18	24	273	295	17	241	28	257	82.1	77.6	4	5	2.3	VIC	CHEBI:8345;potassium(1+)	PF07885,PF00520	PF07885,PF00520
WP_017765686.1	V4HHT4	1.A.1.29.3	gnl|BL_ORD_ID|20472 gnl|TC-DB|V4HHT4|1.A.1.29.3 Uncharacterized protein OS=Pseudoalteromonas luteoviolacea 2ta16 GN=PL2TA16_02035 PE=4 SV=1	320	2.6289e-105	48	320	326	4	320	7	326	98.8	97.9	3	3	2.55	VIC	None	PF07885,PF00805,PF00805	PF07885,PF00805,PF00805
WP_005299554.1	P0AER0	1.A.8.1.1	gnl|BL_ORD_ID|8789 gnl|TC-DB|P0AER0|1.A.8.1.1 Glycerol uptake facilitator protein - Escherichia coli.	280	4.11211e-130	65	282	281	3	282	1	280	98.9	99.3	6	6	6.2	MIP	CHEBI:2846;arsenite(3-), CHEBI:26191;polyol, CHEBI:5448;glycerol	PF00230	PF00230
WP_201880499.1	P60844	1.A.8.3.1	gnl|BL_ORD_ID|11132 gnl|TC-DB|P60844|1.A.8.3.1 Aquaporin Z - Escherichia coli.	227	1.17419e-122	76	228	231	2	227	3	229	98.7	97.8	6	6	6.1	MIP	CHEBI:5585;water	PF00230	PF00230
WP_010636134.1	P69681	1.A.11.1.1	gnl|BL_ORD_ID|11268 gnl|TC-DB|P69681|1.A.11.1.1 Ammonia channel - Escherichia coli.	463	1.12456e-172	53	469	428	6	468	6	427	98.5	98.4	12	12	8.85	Amt	CHEBI:49783;ammonium, CHEBI:7434;ammonia	PF00909	PF00909
WP_226013934.1	P0AAC6	1.A.14.2.1	gnl|BL_ORD_ID|8653 gnl|TC-DB|P0AAC6|1.A.14.2.1 Inner membrane protein yccA - Escherichia coli.	198	4.08271e-80	60	218	219	17	214	17	214	90.4	90.0	7	7	7.1	CaTA	None	PF01027	PF01027
WP_005300246.1	P0AC23	1.A.16.1.1	gnl|BL_ORD_ID|8729 gnl|TC-DB|P0AC23|1.A.16.1.1 Probable formate transporter 1 - Escherichia coli.	285	4.53085e-135	66	282	285	1	282	1	285	99.6	99.6	6	6	6.7	FNT	None	PF01226	PF01226
WP_043170593.1	P0AC26	1.A.16.3.1	gnl|BL_ORD_ID|8730 gnl|TC-DB|P0AC26|1.A.16.3.1 Probable nitrite transporter - Escherichia coli.	271	3.08094e-156	79	270	268	1	270	1	266	99.6	98.9	6	6	7.25	FNT	CHEBI:7585;nitrite	PF01226	PF01226
WP_005298202.1	P0A742	1.A.22.1.1	gnl|BL_ORD_ID|8609 gnl|TC-DB|P0A742|1.A.22.1.1 Large-conductance mechanosensitive channel - Escherichia coli.	136	9.1472e-61	65	136	136	1	136	1	135	99.3	98.5	2	2	2.5	MscL	CHEBI:24870;ion, CHEBI:25728;osmolyte	PF01741	PF01741
WP_201882494.1	P77338	1.A.23.1.1	gnl|BL_ORD_ID|11505 gnl|TC-DB|P77338|1.A.23.1.1 POTASSIUM EFFLUX SYSTEM KEFA (AEFA PROTEIN) - Escherichia coli.	1090	0.0	46	1107	1120	19	1094	22	1109	97.1	97.1	12	11	5.5	MscS	CHEBI:24870;ion, CHEBI:3731;chloride, CHEBI:8345;potassium(1+), CHEBI:5585;water	PF12794,PF00924,PF12795	PF12794,PF12795,PF00924
