#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_000051479.1	G9BHJ0	1.A.1.5.13	gnl|BL_ORD_ID|4889 gnl|TC-DB|G9BHJ0|1.A.1.5.13 Cyclic nucleotide gated ion channel alpha 3 variant 3 OS=Oncorhynchus mykiss GN=CNGA3 PE=2 SV=1	78	6.50102e-06	29	165	712	19	96	114	190	46.7	10.7	1	4	0.55	VIC	CHEBI:3473;cation	NA	PF16526,PF00520,PF00027,PF06459
WP_001832458.1	G5EG02	1.A.1.11.21	gnl|BL_ORD_ID|4778 gnl|TC-DB|G5EG02|1.A.1.11.21 Protein EGL-19, isoform a OS=Caenorhabditis elegans GN=egl-19 PE=2 SV=1	89	0.000991801	26	87	1783	1	86	760	848	97.7	4.9	3	18	1.0	VIC	CHEBI:3308;calcium(2+)	NA	PF00520,PF00520,PF00520,PF00520,PF16905,PF08763,PF08016
WP_002455955.1	Q8ILA3	1.A.1.26.3	gnl|BL_ORD_ID|16363 gnl|TC-DB|Q8ILA3|1.A.1.26.3 Uncharacterized protein OS=Plasmodium falciparum (isolate 3D7) OX=36329 GN=PF3D7_1436100 PE=4 SV=2	205	7.54123e-05	22	300	1949	31	227	252	447	65.3	10.0	1	1	0.0	VIC	CHEBI:8345;potassium(1+)	NA	NA
WP_002437175.1	Q8ILA3	1.A.1.26.3	gnl|BL_ORD_ID|16363 gnl|TC-DB|Q8ILA3|1.A.1.26.3 Uncharacterized protein OS=Plasmodium falciparum (isolate 3D7) OX=36329 GN=PF3D7_1436100 PE=4 SV=2	190	0.000701473	25	207	1949	22	196	1710	1884	84.1	8.9	1	1	0.0	VIC	CHEBI:8345;potassium(1+)	NA	NA
WP_001829504.1	P18156	1.A.8.2.1	gnl|BL_ORD_ID|9270 gnl|TC-DB|P18156|1.A.8.2.1 GLYCEROL UPTAKE FACILITATOR PROTEIN - Bacillus subtilis.	254	1.66968e-111	60	274	274	1	254	1	254	92.3	92.3	7	7	6.9	MIP	CHEBI:5448;glycerol	PF00230	PF00230
WP_002469047.1	P02712	1.A.9.1.9	gnl|BL_ORD_ID|8219 gnl|TC-DB|P02712|1.A.9.1.9 Acetylcholine receptor subunit beta OS=Tetronarce californica GN=CHRNB1 PE=1 SV=1	141	0.000914375	25	250	493	20	160	241	363	56.0	24.7	6	5	1.3	LIC	CHEBI:24870;ion	PF02517	PF02932,PF02931
WP_001831750.1	F4BJE4	1.A.9.8.4	gnl|BL_ORD_ID|4238 gnl|TC-DB|F4BJE4|1.A.9.8.4 Uncharacterized protein OS=Francisella cf. novicida (strain 3523) GN=FN3523_0431 PE=4 SV=1	164	0.000279241	25	263	351	30	188	72	226	60.1	43.9	1	5	0.0	LIC	None	PF09648	PF02931
WP_001830014.1	Q8DSV1	1.A.11.1.9	gnl|BL_ORD_ID|16043 gnl|TC-DB|Q8DSV1|1.A.11.1.9 Ammonium transporter OS=Streptococcus mutans serotype c (strain ATCC 700610 / UA159) OX=210007 GN=nrgA PE=3 SV=1	405	7.66074e-117	43	416	411	1	402	1	403	96.4	97.8	11	11	11.0	Amt	CHEBI:7435;ammonium	PF00909	PF00909
WP_001832176.1	O31539	1.A.14.2.3	gnl|BL_ORD_ID|7057 gnl|TC-DB|O31539|1.A.14.2.3 Uncharacterized protein YetJ OS=Bacillus subtilis GN=yetJ PE=3 SV=1	190	5.39778e-19	24	219	214	26	211	15	204	84.5	88.3	7	7	6.3	CaTA	CHEBI:3308;calcium(2+)	PF01027	PF01027
WP_002438299.1	Q5AST3	1.A.16.2.2	gnl|BL_ORD_ID|14273 gnl|TC-DB|Q5AST3|1.A.16.2.2 Formate/nitrate family transporter (Eurofung) OS=Emericella nidulans (strain FGSC A4 / M139) GN=AN8647.2 PE=4 SV=1	259	1.21838e-30	28	273	310	10	264	6	261	93.0	82.3	6	6	4.95	FNT	CHEBI:71263;nitrate	PF01226	PF01226
WP_001831237.1	P68805	1.A.22.1.5	gnl|BL_ORD_ID|11252 gnl|TC-DB|P68805|1.A.22.1.5 Large-conductance mechanosensitive channel OS=Staphylococcus aureus (strain NCTC 8325) GN=mscL PE=3 SV=1	118	6.85702e-68	86	116	120	1	116	1	118	99.1	97.5	2	2	1.85	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_001832526.1	O34897	1.A.23.3.1	gnl|BL_ORD_ID|7158 gnl|TC-DB|O34897|1.A.23.3.1 YKUT PROTEIN - Bacillus subtilis.	248	4.09025e-41	34	291	267	24	271	20	258	84.9	89.1	3	2	1.6	MscS	CHEBI:25728;osmolyte	PF00924	PF00924
WP_002455953.1	O34897	1.A.23.3.1	gnl|BL_ORD_ID|7158 gnl|TC-DB|O34897|1.A.23.3.1 YKUT PROTEIN - Bacillus subtilis.	268	7.50615e-39	33	295	267	24	283	19	266	87.8	92.5	3	2	1.65	MscS	CHEBI:25728;osmolyte	PF00924	PF00924
WP_002489838.1	O34442	1.A.26.1.3	gnl|BL_ORD_ID|7133 gnl|TC-DB|O34442|1.A.26.1.3 Magnesium transporter MgtE OS=Bacillus subtilis (strain 168) GN=mgtE PE=3 SV=1	439	3.65384e-109	38	461	451	23	460	16	451	94.8	96.5	6	6	4.8	MgtE	CHEBI:6635;magnesium(2+)	PF01769,PF03448,PF00571,PF00571	PF01769,PF03448,PF00571,PF00571
WP_001832405.1	A1VEP3	1.A.28.1.4	gnl|BL_ORD_ID|204 gnl|TC-DB|A1VEP3|1.A.28.1.4 Urea transporter OS=Desulfovibrio vulgaris subsp. vulgaris (strain DP4) GN=Dvul_1892 PE=4 SV=1	291	2.92579e-39	29	300	337	13	294	24	308	93.7	84.3	10	11	8.65	UT	CHEBI:9888;urea, CHEBI:80472;N,N'-dimethylurea	PF03253	PF03253
WP_001832688.1	EKF49049	1.A.30.6.7	gnl|BL_ORD_ID|4010 gnl|TC-DB|EKF49049|1.A.30.6.7 viral A-type inclusion protein repeat protein [Thermosipho africanus H17ap60334]	248	0.000629981	18	333	411	17	247	181	410	69.1	55.7	2	3	0.0	Mot/Exb	None	PF01619	NA
WP_001832877.1	O31543	1.A.35.3.3	gnl|BL_ORD_ID|7059 gnl|TC-DB|O31543|1.A.35.3.3 Putative metal ion transporter YfjQ OS=Bacillus subtilis (strain 168) GN=yfjQ PE=3 SV=1	291	6.97301e-61	35	315	319	26	315	26	315	91.7	90.6	2	2	1.95	MIT	CHEBI:25213;metal cation	PF01544	PF01544
