#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_199791903.1	D7V8E7	1.A.8.2.6	gnl|BL_ORD_ID|3442 gnl|TC-DB|D7V8E7|1.A.8.2.6 MIP family glycerol uptake facilitator protein GlpF OS=Lactobacillus plantarum subsp. plantarum ATCC 14917 GN=glpF3 PE=3 SV=1	224	8.19723e-84	56	243	240	6	229	10	228	91.8	90.8	6	6	5.2	MIP	CHEBI:5585;water, CHEBI:5453;dihydroxyacetone, CHEBI:5448;glycerol	PF00230	PF00230
WP_199791905.1	O67997	1.A.11.1.4	gnl|BL_ORD_ID|7469 gnl|TC-DB|O67997|1.A.11.1.4 AmtB OS=Azospirillum brasilense GN=amtB PE=4 SV=1	410	2.28469e-140	50	453	438	5	412	31	435	89.8	92.2	11	12	10.75	Amt	CHEBI:7434;ammonia	PF00909	PF00909
WP_072014504.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	440	6.39726e-118	45	605	468	37	454	37	465	68.9	91.5	12	12	9.55	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909,PF00543	PF00909
WP_027895619.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	420	4.71996e-106	44	575	468	6	403	37	446	69.0	87.4	11	12	8.5	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909,PF00543	PF00909
WP_027894531.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	243	3.69808e-77	49	255	258	13	252	13	255	93.7	93.8	6	6	6.45	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_027894786.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	247	5.44374e-66	43	254	258	1	244	1	247	95.7	95.3	6	6	5.8	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_051524967.1	P37327	1.A.16.4.1	gnl|BL_ORD_ID|10092 gnl|TC-DB|P37327|1.A.16.4.1 Inner membrane protein yfdC OS=Escherichia coli (strain K12) GN=yfdC PE=1 SV=1	245	6.53806e-54	41	265	310	16	259	40	283	91.7	78.4	6	6	5.4	FNT	CHEBI:22563;anion, CHEBI:35195;surfactant	PF01226	PF01226
WP_027894522.1	P0A742	1.A.22.1.1	gnl|BL_ORD_ID|8609 gnl|TC-DB|P0A742|1.A.22.1.1 Large-conductance mechanosensitive channel - Escherichia coli.	122	9.01188e-36	52	150	136	1	119	1	115	78.7	83.8	2	2	2.3	MscL	CHEBI:24870;ion, CHEBI:25728;osmolyte	PF01741	PF01741
WP_027895403.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	256	5.51047e-56	37	298	286	40	295	24	279	85.6	89.2	4	4	2.8	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_027894821.1	Q8F192	1.A.30.2.9	gnl|BL_ORD_ID|16122 gnl|TC-DB|Q8F192|1.A.30.2.9 Biopolymer transport protein TolQ OS=Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601) GN=tolQ PE=3 SV=1	186	6.6057e-21	32	203	270	10	191	68	253	89.2	68.5	3	4	3.1	Mot/Exb	CHEBI:5584;hydron	PF01618	PF01618
