#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_193737148.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	247	1.09124e-53	34	251	258	1	242	1	247	96.0	95.3	6	6	6.15	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_207736889.1	Q2KCQ1	1.A.22.1.4	gnl|BL_ORD_ID|13267 gnl|TC-DB|Q2KCQ1|1.A.22.1.4 Large-conductance mechanosensitive channel OS=Rhizobium etli (strain CFN 42 / ATCC 51251) GN=mscL PE=3 SV=1	118	1.64684e-28	44	164	145	9	126	4	121	71.3	80.7	2	2	2.3	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_193734669.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	267	9.0199e-44	34	275	286	10	274	16	278	96.0	91.6	3	4	2.95	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_230406868.1	Q18B63	1.A.34.1.4	gnl|BL_ORD_ID|12818 gnl|TC-DB|Q18B63|1.A.34.1.4 Stage III sporulation protein AH OS=Peptoclostridium difficile (strain 630) GN=spoIIIAH PE=4 SV=1	224	8.14248e-17	26	225	229	6	222	5	223	96.0	95.2	1	1	0.9	GJ-CC	None	PF12685	PF12685
WP_193735746.1	G6BHQ4	1.A.34.1.4	gnl|BL_ORD_ID|4788 gnl|TC-DB|G6BHQ4|1.A.34.1.4 Peptidase, M23 family OS=Clostridioides difficile 050-P50-2011 GN=HMPREF1123_01536 PE=4 SV=1	160	4.65105e-07	24	258	222	92	249	59	217	60.9	71.2	1	1	0.0	GJ-CC	None	PF01551	PF01551
WP_193734413.1	Q9WZ31	1.A.35.3.2	gnl|BL_ORD_ID|19337 gnl|TC-DB|Q9WZ31|1.A.35.3.2 Magnesium transport protein CorA OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=corA PE=1 SV=1	181	1.05055e-21	27	306	351	126	306	171	351	58.8	51.3	2	3	1.8	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01544	PF01544
WP_193736346.1	A3CLT2	1.A.35.3.4	gnl|BL_ORD_ID|312 gnl|TC-DB|A3CLT2|1.A.35.3.4 Cation transporter CorA family, putative OS=Streptococcus sanguinis (strain SK36) GN=SSA_0701 PE=4 SV=1	282	4.99601e-33	23	314	302	19	299	9	287	89.2	92.1	3	3	1.6	MIT	CHEBI:6635;magnesium(2+)	PF01544	PF01544
WP_193735815.1	K8DX14	1.A.54.5.1	gnl|BL_ORD_ID|5658 gnl|TC-DB|K8DX14|1.A.54.5.1 Peptidase A24A prepilin type IV OS=Desulfotomaculum hydrothermale Lam5 = DSM 18033 GN=DESHY_10189 PE=4 SV=1	91	4.57937e-17	36	154	167	2	92	18	108	58.4	53.9	5	5	2.85	Presenilin	CHEBI:3473;cation	PF01478	PF01478
WP_193737083.1	Q9RMB7	1.A.77.3.17	gnl|BL_ORD_ID|18871 gnl|TC-DB|Q9RMB7|1.A.77.3.17 UncI homolog OS=Acetobacterium woodii GN=atpI PE=4 SV=1	79	1.28182e-08	30	123	133	35	113	38	116	63.4	58.6	4	4	3.45	MCU	CHEBI:3473;cation	PF03899	PF03899
WP_193736537.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	251	3.57378e-52	41	665	399	11	256	5	253	36.8	62.2	1	2	0.0	MCA	None	PF00069,PF07714,PF03793,PF03793,PF03793,PF03109	PF00069,PF07714,PF08308
WP_193734472.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	192	5.57946e-21	32	624	399	5	185	5	193	28.8	47.1	1	2	0.0	MCA	None	PF00069,PF07714	PF00069,PF07714,PF08308
WP_193734533.1	O07585	1.A.112.2.4	gnl|BL_ORD_ID|6804 gnl|TC-DB|O07585|1.A.112.2.4 UPF0053 protein YhdP OS=Bacillus subtilis (strain 168) GN=yhdP PE=3 SV=1	435	9.9771e-59	29	449	444	10	440	6	435	95.8	96.6	4	4	3.1	CNNM	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01595,PF03471,PF00571	PF01595,PF03471,PF00571,PF00571
WP_193737331.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	250	8.96785e-28	28	265	250	7	255	5	246	93.6	96.4	1	1	0.0	Ayr1	None	PF13561,PF00106,PF08659	PF13561,PF00106,PF08659
WP_193735208.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	242	9.37651e-23	26	246	250	4	238	5	246	95.1	96.4	1	1	0.0	Ayr1	None	PF13561,PF00106,PF08659,PF01370	PF13561,PF00106,PF08659
WP_193734490.1	CAH35630	1.B.40.1.7	gnl|BL_ORD_ID|2821 gnl|TC-DB|CAH35630.1|1.B.40.1.7 putative outer membrane protein [Burkholderia pseudomallei K96243]	334	1.14991e-05	24	429	1124	79	397	536	836	74.1	26.7	2	1	0.0	AT-2	None	PF12892	PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05662,PF05662,PF05662,PF05662,PF03895,PF13018
WP_193734518.1	WP_084871275	1.B.40.2.7	gnl|BL_ORD_ID|21519 gnl|TC-DB|WP_084871275.1|1.B.40.2.7 carbohydrate-binding domain-containing protein [Streptococcus salivarius]	524	1.37449e-53	29	536	879	25	532	149	637	94.6	55.5	1	1	0.0	AT-2	None	PF14262	PF14262,PF00746
WP_193735320.1	WP_049699721	1.B.89.1.1	gnl|BL_ORD_ID|21155 gnl|TC-DB|WP_049699721|1.B.89.1.1 outer membrane porin GjpA [Gordonia jacobaea]	188	4.26645e-07	27	423	558	202	374	366	550	40.7	33.0	1	6	0.0	GjpA	CHEBI:22563;anion	PF01476	NA
WP_193734480.1	U4KNM5	1.C.39.4.6	gnl|BL_ORD_ID|20398 gnl|TC-DB|U4KNM5|1.C.39.4.6 Uncharacterized protein OS=Acholeplasma palmae GN=BN85402230 PE=4 SV=1	555	2.26109e-21	26	1633	1085	1002	1526	580	1055	32.1	43.8	2	1	0.0	MACPF	None	PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF18998,PF18998	PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF09479,PF01823,PF18998,PF18998
