#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_018594748.1	O28528	1.A.11.2.7	gnl|BL_ORD_ID|6993 gnl|TC-DB|O28528|1.A.11.2.7 Ammonium transporter (Amt-2) OS=Archaeoglobus fulgidus GN=AF_1746 PE=4 SV=1	433	3.41283e-121	46	584	468	7	421	37	456	70.9	89.5	12	12	9.15	Amt	CHEBI:7435;ammonium, CHEBI:35264;tetramethylammonium	PF00909,PF00543	PF00909
WP_018593052.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	256	3.83958e-70	43	259	258	1	255	1	256	98.1	98.8	6	6	6.7	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_018596419.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	255	5.69563e-48	32	295	286	27	281	26	278	86.1	88.1	3	4	2.85	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_018596525.1	Q18B63	1.A.34.1.4	gnl|BL_ORD_ID|12818 gnl|TC-DB|Q18B63|1.A.34.1.4 Stage III sporulation protein AH OS=Peptoclostridium difficile (strain 630) GN=spoIIIAH PE=4 SV=1	250	3.26464e-19	24	260	229	1	250	1	223	95.8	96.9	1	1	0.85	GJ-CC	None	PF12685	PF12685
WP_018596153.1	G6BHQ4	1.A.34.1.4	gnl|BL_ORD_ID|4788 gnl|TC-DB|G6BHQ4|1.A.34.1.4 Peptidase, M23 family OS=Clostridioides difficile 050-P50-2011 GN=HMPREF1123_01536 PE=4 SV=1	179	2.50344e-10	27	269	222	94	268	45	221	64.7	79.3	1	1	0.0	GJ-CC	None	PF01551	PF01551
WP_018596299.1	Q58439	1.A.35.3.1	gnl|BL_ORD_ID|14215 gnl|TC-DB|Q58439|1.A.35.3.1 PUTATIVE MAGNESIUM AND COBALT TRANSPORT PROTEIN CORA - Methanococcus jannaschii.	296	1.57352e-36	30	313	317	23	309	30	313	91.4	89.3	3	3	1.6	MIT	CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+), CHEBI:25517;nickel(2+)	PF01544	PF01544
WP_018595012.1	Q9WZ31	1.A.35.3.2	gnl|BL_ORD_ID|19337 gnl|TC-DB|Q9WZ31|1.A.35.3.2 Magnesium transport protein CorA OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=corA PE=1 SV=1	216	1.78082e-24	27	306	351	93	304	137	350	69.0	60.7	2	3	1.6	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01544	PF01544
WP_018595559.1	K8DX14	1.A.54.5.1	gnl|BL_ORD_ID|5658 gnl|TC-DB|K8DX14|1.A.54.5.1 Peptidase A24A prepilin type IV OS=Desulfotomaculum hydrothermale Lam5 = DSM 18033 GN=DESHY_10189 PE=4 SV=1	108	3.25378e-09	32	169	167	15	122	14	121	63.3	64.1	6	5	3.0	Presenilin	CHEBI:3473;cation	PF01478	PF01478
WP_163118176.1	A0M015	1.A.62.2.1	gnl|BL_ORD_ID|82 gnl|TC-DB|A0M015|1.A.62.2.1 Membrane protein, UPF0126 OS=Gramella forsetii (strain KT0803) GN=GFO_0986 PE=4 SV=1	203	6.23311e-34	34	212	215	7	208	11	199	94.8	87.4	7	7	4.05	TRIC	CHEBI:24870;ion, CHEBI:3473;cation, CHEBI:25212;metabolite	PF03458,PF03458	PF03458,PF03458
WP_018598422.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	253	6.45044e-53	43	707	399	11	258	5	255	34.9	62.7	2	2	0.85	MCA	None	PF00069,PF07714,PF03793,PF03793,PF03793,PF03109,PF14531	PF00069,PF07714,PF08308
WP_018596182.1	WP_155315461	1.A.87.2.10	gnl|BL_ORD_ID|21994 gnl|TC-DB|WP_155315461|1.A.87.2.10 serine/threonine protein kinase [Desulfosarcina alkanivorans]	206	2.14584e-25	33	539	399	10	204	4	199	36.0	48.9	1	2	0.0	MCA	None	PF00069,PF07714,PF03109	PF00069,PF07714,PF08308
WP_018593515.1	O07585	1.A.112.2.4	gnl|BL_ORD_ID|6804 gnl|TC-DB|O07585|1.A.112.2.4 UPF0053 protein YhdP OS=Bacillus subtilis (strain 168) GN=yhdP PE=3 SV=1	441	3.106e-56	29	437	444	5	435	6	435	98.4	96.6	4	4	2.95	CNNM	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01595,PF03471	PF01595,PF03471,PF00571,PF00571
WP_018594932.1	P37908	1.A.112.2.5	gnl|BL_ORD_ID|10144 gnl|TC-DB|P37908|1.A.112.2.5 UPF0053 inner membrane protein YfjD OS=Escherichia coli (strain K12) GN=yfjD PE=1 SV=5	411	1.88772e-69	31	427	428	10	415	11	417	94.8	94.9	4	4	4.05	CNNM	None	PF01595,PF03471,PF00571,PF00571	PF01595,PF03471,PF00571
WP_018594005.1	T1Y8N2	1.A.112.2.10	gnl|BL_ORD_ID|20210 gnl|TC-DB|T1Y8N2|1.A.112.2.10 Magnesium and cobalt efflux protein corC OS=Staphylococcus aureus subsp. aureus CN1 OX=1193576 GN=SAKOR_00699 PE=4 SV=1	433	7.1889e-48	27	459	449	5	434	3	423	93.5	93.5	4	4	3.7	CNNM	CHEBI:18420;magnesium(2+)	PF01595,PF03471,PF00571,PF00571	PF01595,PF00571,PF00571,PF03471
WP_018598036.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	201	1.20734e-22	29	263	261	6	204	7	205	75.3	75.9	3	1	1.0	Ayr1	None	PF00106,PF13561,PF08659,PF03435,PF02719	PF00106,PF13561,PF08659
WP_026255730.1	RZD32576	1.A.115.1.2	gnl|BL_ORD_ID|19998 gnl|TC-DB|RZD32576|1.A.115.1.2 NAD-binding protein [Euryarchaeota archaeon]	240	1.68771e-17	29	252	261	2	232	6	235	91.3	87.7	2	1	0.9	Ayr1	None	PF00106,PF13561,PF08659	PF00106,PF13561,PF08659
WP_026255252.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	250	4.00752e-31	31	266	250	9	257	5	246	93.2	96.4	1	1	0.0	Ayr1	None	PF13561,PF00106,PF08659	PF13561,PF00106,PF08659
WP_018593745.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	248	4.62546e-26	32	262	250	17	257	5	245	91.6	96.0	1	1	0.9	Ayr1	None	PF13561,PF00106,PF08659,PF01370	PF13561,PF00106,PF08659
WP_018593151.1	WP_062382148	1.A.115.1.5	gnl|BL_ORD_ID|21287 gnl|TC-DB|WP_062382148.1|1.A.115.1.5 SDR family oxidoreductase [Pseudomonas abietaniphila]	257	8.15439e-16	30	262	250	19	257	6	246	90.8	96.0	1	1	0.0	Ayr1	None	PF13561,PF00106	PF13561,PF00106,PF08659
WP_018597504.1	Q03155	1.B.12.1.1	gnl|BL_ORD_ID|12105 gnl|TC-DB|Q03155|1.B.12.1.1 ADHESIN AIDA-I PRECURSOR - Escherichia coli.	281	6.66083e-05	26	289	1286	29	278	43	297	86.2	19.8	8	1	0.0	AT-1	None	NA	PF16168,PF16168,PF16168,PF03797,PF18883,PF13018
WP_018593272.1	CAH35630	1.B.40.1.7	gnl|BL_ORD_ID|2821 gnl|TC-DB|CAH35630.1|1.B.40.1.7 putative outer membrane protein [Burkholderia pseudomallei K96243]	215	2.84779e-08	29	394	1124	3	216	408	603	54.1	17.3	2	1	0.0	AT-2	None	PF14283	PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05662,PF05662,PF05662,PF05662,PF03895,PF13018
WP_018594966.1	WP_084871275	1.B.40.2.7	gnl|BL_ORD_ID|21519 gnl|TC-DB|WP_084871275.1|1.B.40.2.7 carbohydrate-binding domain-containing protein [Streptococcus salivarius]	557	1.02731e-47	26	624	879	17	565	126	640	87.8	58.5	1	1	0.0	AT-2	None	PF14262,PF14262	PF14262,PF00746
WP_018593201.1	WP_049699721	1.B.89.1.1	gnl|BL_ORD_ID|21155 gnl|TC-DB|WP_049699721|1.B.89.1.1 outer membrane porin GjpA [Gordonia jacobaea]	232	1.13352e-05	19	269	558	33	243	329	558	78.1	41.0	2	6	0.5	GjpA	CHEBI:22563;anion	NA	NA
WP_148360818.1	BBX72195	1.B.94.1.5	gnl|BL_ORD_ID|2266 gnl|TC-DB|BBX72195.1|1.B.94.1.5 hypothetical protein MSHI_01010 [Mycobacterium shinjukuense]	416	4.22642e-06	24	427	615	13	382	133	518	86.4	62.6	2	11	0.85	PPE	None	NA	PF01469,PF01469,PF01469,PF01469,PF01469,PF01469,PF01469,PF01469,PF01469,PF01469,PF00823
WP_018595731.1	A5KMI4	1.C.105.2.8	gnl|BL_ORD_ID|524 gnl|TC-DB|A5KMI4|1.C.105.2.8 Uncharacterized protein OS=Ruminococcus torques ATCC 27756 GN=RUMTOR_01457 PE=4 SV=1	536	1.4807e-91	34	532	529	1	519	1	526	97.4	99.2	3	3	2.25	Vip3	None	PF13476,PF13175,PF13514	PF13476,PF13175,PF13514
WP_018596116.1	A4VGV1	1.C.113.1.3	gnl|BL_ORD_ID|453 gnl|TC-DB|A4VGV1|1.C.113.1.3 Channel protein, hemolysin III family OS=Pseudomonas stutzeri (strain A1501) GN=PST_0496 PE=4 SV=1	207	1.89293e-50	43	220	205	10	216	8	205	93.6	96.1	7	7	5.6	Hly III	CHEBI:25367;molecule	PF03006	PF03006
WP_018594468.1	I6T8M5	1.E.14.1.15	gnl|BL_ORD_ID|5356 gnl|TC-DB|I6T8M5|1.E.14.1.15 Putative murein hydrolase regulator LrgA OS=Streptococcus mutans GS-5 GN=SMUGS5_07685 PE=4 SV=1	112	4.12977e-21	38	123	120	1	112	1	112	90.2	92.5	3	3	3.1	CidA/LrgA Holin	None	PF03788	PF03788
WP_026255343.1	F3AY70	1.E.19.1.2	gnl|BL_ORD_ID|4225 gnl|TC-DB|F3AY70|1.E.19.1.2 Putative uncharacterized protein OS=Lachnospiraceae bacterium 3_1_46FAA GN=HMPREF1025_02674 PE=4 SV=1	130	3.6864e-56	63	137	182	1	130	44	173	94.2	70.9	4	4	3.4	TcdE Holin	None	PF05105	PF05105
WP_018595236.1	A3QSC5	1.E.29.1.1	gnl|BL_ORD_ID|356 gnl|TC-DB|A3QSC5|1.E.29.1.1 Holin OS=Clostridium phage phiC2 GN=phiC2p36 PE=4 SV=1	92	4.08594e-10	28	97	85	1	92	1	79	93.8	91.8	3	3	2.2	Hol44	None	PF16079	PF16079
