#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_013910978.1	Q9XA52	1.A.1.13.5	gnl|BL_ORD_ID|19407 gnl|TC-DB|Q9XA52|1.A.1.13.5 Putative ion channel membrane protein OS=Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145) GN=SCO3826 PE=4 SV=1	334	3.13971e-100	46	359	365	22	351	15	348	91.6	91.2	2	2	1.85	VIC	CHEBI:24870;ion	PF02254,PF07885	PF02254,PF07885
WP_014525178.1	P18156	1.A.8.2.1	gnl|BL_ORD_ID|9270 gnl|TC-DB|P18156|1.A.8.2.1 GLYCEROL UPTAKE FACILITATOR PROTEIN - Bacillus subtilis.	234	5.59248e-60	43	239	274	8	238	4	228	96.2	81.8	6	7	4.9	MIP	CHEBI:5448;glycerol	PF00230	PF00230
WP_044032771.1	Q96NY7	1.A.12.1.4	gnl|BL_ORD_ID|17530 gnl|TC-DB|Q96NY7|1.A.12.1.4 Chloride intracellular channel 6 - Homo sapiens (Human).	358	7.31434e-07	25	660	704	81	395	107	446	47.6	48.2	1	1	0.0	CLIC	CHEBI:3731;chloride	PF00198,PF00364,PF00364,PF00364,PF02817	PF13410
WP_013910818.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	245	1.16496e-24	27	265	258	9	250	7	246	90.9	92.6	6	6	5.9	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_013911090.1	A9WMF7	1.A.22.1.9	gnl|BL_ORD_ID|986 gnl|TC-DB|A9WMF7|1.A.22.1.9 Large-conductance mechanosensitive channel OS=Renibacterium salmoninarum (strain ATCC 33209 / DSM 20767 / JCM 11484 / NBRC 15589 / NCIMB 2235) GN=mscL PE=3 SV=1	133	3.62847e-31	47	137	133	1	132	1	132	95.6	98.5	2	2	2.3	MscL	CHEBI:24870;ion	PF01741	PF01741
WP_230587482.1	WP_004567541	1.A.23.3.4	gnl|BL_ORD_ID|20734 gnl|TC-DB|WP_004567541.1|1.A.23.3.4 MULTISPECIES: mechanosensitive ion channel family protein [Corynebacterium]	316	1.33946e-109	53	319	334	6	311	4	318	95.6	94.0	2	4	1.8	MscS	CHEBI:21301;L-glutamate(1-)	PF00924	PF00924
WP_038621877.1	GAV97011	1.A.23.3.5	gnl|BL_ORD_ID|4930 gnl|TC-DB|GAV97011.1|1.A.23.3.5 small-conductance mechanosensitive channel Msc1 [Corynebacterium glutamicum]	514	6.01163e-140	46	564	533	4	508	8	485	89.4	89.5	3	6	2.85	MscS	CHEBI:24866;salt, CHEBI:21301;L-glutamate(1-), CHEBI:25212;metabolite	PF00924	PF00924
WP_038621213.1	Q52398	1.A.26.1.4	gnl|BL_ORD_ID|13956 gnl|TC-DB|Q52398|1.A.26.1.4 MGTE PROTEIN - Providencia stuartii.	281	2.08962e-75	43	460	356	177	457	76	352	60.9	77.5	5	4	3.45	MgtE	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01769,PF03448,PF03448	PF01769,PF00571
WP_029975317.1	O50455	1.A.35.3.5	gnl|BL_ORD_ID|7268 gnl|TC-DB|O50455|1.A.35.3.5 Magnesium transport protein CorA OS=Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv) GN=corA PE=1 SV=1	358	2.89504e-103	44	357	366	2	355	14	366	98.9	96.2	1	2	0.9	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01544	PF01544
WP_038622275.1	Q18FV1	1.A.43.1.9	gnl|BL_ORD_ID|12823 gnl|TC-DB|Q18FV1|1.A.43.1.9 Putative fluoride ion transporter CrcB OS=Haloquadratum walsbyi (strain DSM 16790 / HBSQ001) GN=crcB PE=3 SV=2	112	2.49169e-09	31	114	113	6	108	1	110	89.5	96.5	4	4	3.05	Fluc	CHEBI:17051;fluoride	PF02537	PF02537
