#Query_id	Hit_xid	Hit_tcid	Hit_desc	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam
WP_040351264.1	A0CX44	1.A.3.2.4	gnl|BL_ORD_ID|46 gnl|TC-DB|A0CX44|1.A.3.2.4 Chromosome undetermined scaffold_3, whole genome shotgun sequence OS=Paramecium tetraurelia GN=GSPATT00001565001 PE=4 SV=1	172	0.000386688	24	388	3036	35	199	1056	1199	42.3	4.7	1	4	0.0	RIR-CaC	CHEBI:3308;calcium(2+)	PF01841,PF04473	PF08454,PF02815,PF08709
WP_004221343.1	Q186B7	1.A.16.3.3	gnl|BL_ORD_ID|12811 gnl|TC-DB|Q186B7|1.A.16.3.3 Putative formate/nitrite transporter OS=Clostridium difficile (strain 630) GN=CD630_22300 PE=1 SV=1	258	3.67757e-69	42	254	258	1	254	1	256	99.6	98.8	6	6	6.7	FNT	CHEBI:29919;hydrosulfide	PF01226	PF01226
WP_004223606.1	Q12252	1.A.17.5.6	gnl|BL_ORD_ID|12599 gnl|TC-DB|Q12252|1.A.17.5.6 Phosphate metabolism protein 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) GN=PHM7 PE=1 SV=1	115	0.000267894	28	256	991	37	145	571	682	42.2	11.2	7	11	4.1	CaClC	CHEBI:7793;phosphate(3-)	NA	PF02714,PF13967,PF14703,PF12621
WP_003020897.1	P0C0S1	1.A.23.2.1	gnl|BL_ORD_ID|8876 gnl|TC-DB|P0C0S1|1.A.23.2.1 Small-conductance mechanosensitive channel - Escherichia coli.	258	2.07698e-51	33	294	286	37	294	23	278	87.4	89.2	4	4	2.8	MscS	CHEBI:24870;ion	PF00924	PF00924,PF05552
WP_003022940.1	Q45121	1.A.26.1.1	gnl|BL_ORD_ID|13619 gnl|TC-DB|Q45121|1.A.26.1.1 MGTE - Bacillus firmus.	202	6.87239e-34	35	267	312	63	264	109	309	75.3	64.1	5	5	4.85	MgtE	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01769,PF03448	PF01769,PF00571,PF00571
WP_009246329.1	Q18B63	1.A.34.1.4	gnl|BL_ORD_ID|12818 gnl|TC-DB|Q18B63|1.A.34.1.4 Stage III sporulation protein AH OS=Peptoclostridium difficile (strain 630) GN=spoIIIAH PE=4 SV=1	225	1.35914e-22	28	223	229	1	213	1	223	95.1	96.9	1	1	0.85	GJ-CC	None	PF12685	PF12685
WP_040351226.1	G6BHQ4	1.A.34.1.4	gnl|BL_ORD_ID|4788 gnl|TC-DB|G6BHQ4|1.A.34.1.4 Peptidase, M23 family OS=Clostridioides difficile 050-P50-2011 GN=HMPREF1123_01536 PE=4 SV=1	182	8.74572e-14	25	260	222	79	259	44	221	69.2	79.7	1	1	0.0	GJ-CC	None	PF01551	PF01551
WP_009246704.1	Q58439	1.A.35.3.1	gnl|BL_ORD_ID|14215 gnl|TC-DB|Q58439|1.A.35.3.1 PUTATIVE MAGNESIUM AND COBALT TRANSPORT PROTEIN CORA - Methanococcus jannaschii.	296	2.20002e-36	28	313	317	23	309	30	313	91.4	89.3	3	3	1.6	MIT	CHEBI:3308;calcium(2+), CHEBI:6635;magnesium(2+), CHEBI:25517;nickel(2+)	PF01544	PF01544
WP_004221258.1	Q9WZ31	1.A.35.3.2	gnl|BL_ORD_ID|19337 gnl|TC-DB|Q9WZ31|1.A.35.3.2 Magnesium transport protein CorA OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=corA PE=1 SV=1	254	5.07519e-27	27	289	351	35	283	98	351	85.8	72.1	3	3	1.1	MIT	CHEBI:6635;magnesium(2+), CHEBI:23337;cobalt(2+)	PF01544	PF01544
WP_009247662.1	C7CD71	1.A.43.1.18	gnl|BL_ORD_ID|2646 gnl|TC-DB|C7CD71|1.A.43.1.18 Putative fluoride ion transporter CrcB OS=Methylorubrum extorquens (strain DSM 6343 / CIP 106787 / DM4) OX=661410 GN=crcB PE=3 SV=1	115	4.06784e-26	42	120	122	2	116	1	114	95.0	92.6	4	4	3.85	Fluc	None	PF02537	PF02537
WP_022239128.1	K8DX14	1.A.54.5.1	gnl|BL_ORD_ID|5658 gnl|TC-DB|K8DX14|1.A.54.5.1 Peptidase A24A prepilin type IV OS=Desulfotomaculum hydrothermale Lam5 = DSM 18033 GN=DESHY_10189 PE=4 SV=1	109	1.68674e-11	30	169	167	14	122	13	121	63.9	64.7	4	5	2.95	Presenilin	CHEBI:3473;cation	NA	PF01478
