Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
1.A.17.1.13	A0CIB0	YP_500469.1	281	6.66202e-06	20	320	1371	35	299	120	386	82.5	19.4	1	7	0.0	CaClC	CHEBI:3731;chloride	PF00639,PF13616,PF13145	PF04547	False	NA
1.A.17.3.12	W7XF35	YP_499929.1	111	9.15791e-05	25	133	995	23	132	754	855	82.0	10.2	4	8	1.55	CaClC	None			False	NA
1.B.12.3.3	Q5QHR5	YP_499796.1	247	3.49727e-11	28	519	912	30	248	279	520	42.0	26.4	1	2	0.0	AT-1	None	PF12072,PF01966,PF00013,PF08668		False	NA
1.B.12.5.2	A8IBA8	YP_499925.1	116	0.000590185	28	239	3766	99	213	2060	2158	47.7	2.6	1	1	0.0	AT-1	None	PF08503,PF00132,PF14602	PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951,PF12951	False	NA
1.B.40.1.7	CAH35630	YP_499692.1	387	0.000205038	20	390	1124	30	367	125	484	86.4	31.9	1	1	0.0	AT-2	None	PF00091,PF12327	PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05658,PF05662,PF05662,PF05662,PF05662,PF03895,PF13018	False	NA
1.B.40.2.7	WP_084871275	YP_501340.1	140	6.54171e-05	26	233	879	58	197	622	744	59.7	13.9	1	1	0.0	AT-2	None	PF01464	PF14262,PF00746	False	NA
1.E.66.4.5	WP_152003898	YP_500359.1	75	6.32135e-06	32	163	116	27	100	36	108	44.8	62.1	1	1	0.9	Releasin	None	PF06103		False	NA
1.I.1.1.5	O76329	YP_500376.1	1415	5.23449e-30	21	2186	1738	659	2001	410	1653	61.4	71.5	1	1	0.0	NPC	CHEBI:14911;protein, CHEBI:8755;(ribonucleotide)n+m	PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF07564,PF04650	PF00307,PF00307,PF11971	True
1.I.1.1.5	Q555I8	NA	1222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
1.I.1.1.5	Q558Z2	NA	905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54C61	NA	942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	NA
1.I.1.1.5	Q54BF0	NA	593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54CA6	NA	316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA
1.I.1.1.5	Q54ME7	NA	290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
1.I.1.1.5	Q8I0F4	NA	419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54JG5	NA	238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA
1.I.1.1.5	Q54BH4	NA	575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54RJ3	NA	652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54Z22	NA	417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	P54658	NA	281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q86IX4	NA	709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q86K39	NA	467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
1.I.1.1.5	Q54D69	NA	572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	NA
1.I.1.1.5	Q54PP1	NA	462	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA
1.I.1.1.5	P34036	NA	4730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
